"","ORF","GENENAME"
"1696","PF3D7_1217500","conserved Plasmodium protein, unknown function"
"1697","PF3D7_1217600","anaphase promoting complex subunit 10, putative"
"1698","PF3D7_1217700","conserved Plasmodium protein, unknown function"
"1699","PF3D7_1217800","zinc finger protein, putative"
"1700","PF3D7_1217900","conserved protein, unknown function"
"1701","PF3D7_1218000","thrombospondin-related apical membrane protein (TRAMP)"
"1702","PF3D7_1218100","conserved Plasmodium protein, unknown function"
"1703","PF3D7_1218200","conserved Plasmodium protein, unknown function"
"1704","PF3D7_1218300","AP-2 complex subunit mu, putative (AP2-MU)"
"1705","PF3D7_1218400","triose or hexose phosphate/phosphate translocator, putative"
"1706","PF3D7_1218500","conserved Plasmodium protein, unknown function"
"1707","PF3D7_1218600","arginine--tRNA ligase, putative"
"1708","PF3D7_1218700","conserved Plasmodium protein, unknown function"
"1709","PF3D7_1218800","secreted ookinete protein, putative (PSOP17)"
"1710","PF3D7_1218900","conserved Plasmodium protein, unknown function"
"1711","PF3D7_1219000","formin 2"
"1712","PF3D7_1219100","clathrin heavy chain, putative"
"1713","PF3D7_1219200","rifin, pseudogene (RIF)"
"1714","PF3D7_1219300","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"1715","PF3D7_1219400","erythrocyte membrane protein 1 (PfEMP1), pseudogene (VAR)"
"1716","PF3D7_1219500","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene (VAR)"
"1717","PF3D7_1219600","aminophospholipid-transporting P-ATPase (ATPase2)"
"1718","PF3D7_1219700","raf kinase inhibitor (RKIP)"
"1719","PF3D7_1219800","conserved Plasmodium protein, unknown function"
"1720","PF3D7_1219900","D-ribulose-5-phosphate 3-epimerase, putative"
"1721","PF3D7_1220000","conserved Plasmodium protein, unknown function"
"1722","PF3D7_1220100","pre-mRNA-processing factor 17, putative (PRP17)"
"1723","PF3D7_1220200","conserved Plasmodium protein, unknown function, pseudogene"
"1724","PF3D7_1220300","cell cycle associated protein, putative"
"1725","PF3D7_1220400","debranching enzyme-associated ribonuclease, putative (DRN1)"
"1726","PF3D7_1220500","ribosome biogenesis protein TSR3, putative (TSR3)"
"1727","PF3D7_1220600","conserved Plasmodium protein, unknown function"
"1728","PF3D7_1220700","conserved Plasmodium protein, unknown function"
"1729","PF3D7_1220900","heterochromatin protein 1 (HP1)"
"1730","PF3D7_1221000","histone-lysine N-methyltransferase, H3 lysine-4 specific (SET10)"
"1731","PF3D7_1221100.1",NA
"1732","PF3D7_1221200","conserved Plasmodium protein, unknown function"
"1733","PF3D7_1221300","conserved Plasmodium protein, unknown function"
"1734","PF3D7_1221400","inner membrane complex protein 1h, putative (IMC1h)"
"1735","PF3D7_1221500","conserved Plasmodium protein, unknown function"
"1736","PF3D7_1221600","protein TSSC1, putative"
"1737","PF3D7_1221700","FbpA domain protein, putative"
"1738","PF3D7_1221800","conserved Plasmodium protein, unknown function"
"1739","PF3D7_1221900","conserved Plasmodium membrane protein, unknown function"
"1740","PF3D7_1222000","conserved protein, unknown function"
"1741","PF3D7_1222100","conserved Plasmodium protein, unknown function"
"1742","PF3D7_1222200","small nucleolar RNA snoR15"
"1743","PF3D7_1222300","endoplasmin, putative (GRP94)"
"1744","PF3D7_1222400","transcription factor with AP2 domain(s) (ApiAP2)"
"1745","PF3D7_1222500","ATP-binding protein, putative"
"1746","PF3D7_1222600","transcription factor with AP2 domain(s) (AP2-G)"
"1747","PF3D7_1222700","glideosome-associated protein 45 (GAP45)"
"1748","PF3D7_1222800","conserved Plasmodium protein, unknown function"
"1749","PF3D7_1222900","conserved Plasmodium protein, unknown function"
"1750","PF3D7_1223000","conserved Plasmodium protein, unknown function"
"1751","PF3D7_1223100","cAMP-dependent protein kinase regulatory subunit (PKAr)"
"1752","PF3D7_1223200","nucleus export protein BRR6, putative"
"1753","PF3D7_1223300","DNA gyrase subunit A (GyrA)"
"1754","PF3D7_1223400","phospholipid-transporting ATPase, putative"
"1755","PF3D7_1223500","conserved Plasmodium protein, unknown function"
"1756","PF3D7_1223600","conserved Plasmodium protein, unknown function"
"1757","PF3D7_1223700","iron transporter, putative"
"1758","PF3D7_1223800","mitochondrial carrier protein, putative"
"1759","PF3D7_1223900","50S ribosomal protein L24, putative"
"1760","PF3D7_1224000","GTP cyclohydrolase I (GCH1)"
"1761","PF3D7_1224100","conserved Plasmodium protein, unknown function"
"1762","PF3D7_1224200","conserved Plasmodium protein, unknown function"
"1763","PF3D7_1224300","polyadenylate-binding protein, putative (PABP)"
"1764","PF3D7_1224400","conserved Plasmodium protein, unknown function"
"1765","PF3D7_1224500","histone chaperone ASF1, putative (ASF1)"
"1766","PF3D7_1224600","cytochrome c heme lyase, putative"
"1767","PF3D7_1224700","conserved Plasmodium protein, unknown function"
"1768","PF3D7_1224800","conserved Plasmodium protein, unknown function"
"1769","PF3D7_1224900","splicing factor 3B subunit 6, putative (SF3B6)"
"1770","PF3D7_1225000","conserved Plasmodium protein, unknown function"
"1771","PF3D7_1225100","isoleucine--tRNA ligase, putative"
"1772","PF3D7_1225200","conserved Plasmodium protein, unknown function"
"1773","PF3D7_1225300","conserved Plasmodium protein, unknown function"
"1774","PF3D7_1225400","conserved Plasmodium protein, unknown function"
"1775","PF3D7_1225500","small subunit rRNA processing factor, putative"
"1776","PF3D7_1225600","conserved Plasmodium protein, unknown function"
"1777","PF3D7_1225700","conserved Plasmodium protein, unknown function"
"1778","PF3D7_1225800","ubiquitin-activating enzyme E1 (UBA1)"
"1779","PF3D7_1225900","conserved Plasmodium protein, unknown function"
"1780","PF3D7_1226000","conserved Plasmodium protein, unknown function"
"1781","PF3D7_1226100","haloacid dehalogenase-like hydrolase, putative (HAD3)"
"1782","PF3D7_1226200","conserved Plasmodium protein, unknown function"
"1783","PF3D7_1226300","haloacid dehalogenase-like hydrolase, putative (HAD2)"
"1784","PF3D7_1226400","conserved Plasmodium protein, unknown function"
"1785","PF3D7_1226500","RAP protein, putative"
"1786","PF3D7_1226600","proliferating cell nuclear antigen 2 (PCNA2)"
"1787","PF3D7_1226700","U3 small nucleolar RNA-interacting protein 2, putative (RRP9)"
"1788","PF3D7_1226800","ataxin-3, putative (ATX3)"
"1789","PF3D7_1226900","conserved Plasmodium protein, unknown function"
"1790","PF3D7_1227000","conserved Plasmodium protein, unknown function"
"1791","PF3D7_1227100","DNA helicase 60 (DH60)"
"1792","PF3D7_1227200","potassium channel (K1)"
"1793","PF3D7_1227300","conserved Plasmodium protein, unknown function"
"1794","PF3D7_1227400","conserved Plasmodium protein, unknown function"
"1795","PF3D7_1227500","cyclin (CYC2)"
"1796","PF3D7_1227600","cyclin related protein, putative"
"1797","PF3D7_1227700","conserved Plasmodium protein, unknown function"
"1798","PF3D7_1227800","histone S-adenosyl methyltransferase, putative"
"1799","PF3D7_1227900","RNA pseudouridylate synthase, putative"
"1800","PF3D7_1228000","conserved Plasmodium protein, unknown function"
"1801","PF3D7_1228100","leucine-rich repeat protein (LRR13)"
"1802","PF3D7_1228200","conserved Plasmodium protein, unknown function"
"1803","PF3D7_1228300","NIMA related kinase 1 (NEK1)"
"1804","PF3D7_1228400","conserved Plasmodium protein, unknown function"
"1805","PF3D7_1228500","RNA pseudouridylate synthase, putative"
"1806","PF3D7_1228600","merozoite surface protein 9 (MSP9)"
"1807","PF3D7_1228700","conserved Plasmodium protein, unknown function"
"1808","PF3D7_1228800","WD repeat-containing protein, putative"
"1809","PF3D7_1228900","conserved Plasmodium protein, unknown function"
"1810","PF3D7_1229000","conserved Plasmodium membrane protein, unknown function"
"1811","PF3D7_1229100","multidrug resistance-associated protein 2 (MRP2)"
"1812","PF3D7_1229200","unspecified product"
"1813","PF3D7_1229300","conserved Plasmodium protein, unknown function"
"1814","PF3D7_1229400","macrophage migration inhibitory factor (MIF)"
"1815","PF3D7_1229500","T-complex protein 1 subunit gamma (CCT3)"
"1816","PF3D7_1229600","conserved Plasmodium protein, unknown function"
"1817","PF3D7_1229700","conserved Plasmodium protein, unknown function"
"1818","PF3D7_1229800","myosin D (MyoD)"
"1819","PF3D7_1229900.1","conserved Plasmodium protein, unknown function"
"1820","PF3D7_1230000","conserved Plasmodium protein, unknown function"
"1821","PF3D7_1230100","thioredoxin-like associated protein 1, putative (TLAP1)"
"1822","PF3D7_1230200","vacuolar transporter chaperone, putative, pseudogene"
"1823","PF3D7_1230300","subpellicular microtubule protein 2, putative (SPM2)"
"1824","PF3D7_1230400","ATP-dependent protease subunit ClpQ (ClpQ)"
"1825","PF3D7_1230500","WD repeat-containing protein, putative"
"1826","PF3D7_1230600","sun-family protein, putative"
"1827","PF3D7_1230700","protein transport protein SEC13 (SEC13)"
"1828","PF3D7_1230800","conserved Plasmodium protein, unknown function"
"1829","PF3D7_1230900","serine/threonine protein kinase RIO1, putative (RIO1)"
"1830","PF3D7_1231000","conserved Plasmodium protein, unknown function"
"1831","PF3D7_1231100","ras-related protein Rab-2 (RAB2)"
"1832","PF3D7_1231200","conserved Plasmodium protein, unknown function"
"1833","PF3D7_1231300","conserved Plasmodium protein, unknown function"
"1834","PF3D7_1231400","amino acid transporter, putative"
"1835","PF3D7_1231500","mitosis protein dim1, putative"
"1836","PF3D7_1231600","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative (PRP2)"
"1837","PF3D7_1231700","conserved Plasmodium protein, unknown function"
"1838","PF3D7_1231800","asparagine-rich protein, putative"
"1839","PF3D7_1231900","conserved Plasmodium protein, unknown function"
"1840","PF3D7_1232000","phenylalanine--tRNA ligase (aFRS)"
"1841","PF3D7_1232100","60 kDa chaperonin (CPN60)"
"1842","PF3D7_1232200","dihydrolipoyl dehydrogenase, mitochondrial (LPD1)"
"1843","PF3D7_1232300","cytochrome b5, putative"
"1844","PF3D7_1232400","conserved protein, unknown function"
"1845","PF3D7_1232500","CG2-related protein, putative"
"1846","PF3D7_1232600","conserved Plasmodium protein, unknown function"
"1847","PF3D7_1232700","conserved Plasmodium protein, unknown function"
"1848","PF3D7_1232800","conserved Plasmodium protein, unknown function"
"1849","PF3D7_1232900","nucleotidyltransferase, putative"
"1850","PF3D7_1233000","elongation factor G (EF-G)"
"1851","PF3D7_1233100","conserved protein, unknown function"
"1852","PF3D7_1233300","pentatricopeptide repeat protein, putative"
"1853","PF3D7_1233400","conserved Plasmodium membrane protein, unknown function"
"1854","PF3D7_1233600","asparagine and aspartate rich protein 1 (AARP1)"
"1855","PF3D7_1233700","homocysteine S-methyltransferase, putative"
"1856","PF3D7_1233800","conserved Plasmodium protein, unknown function"
"1857","PF3D7_1233900","sentrin-specific protease 1 (SENP1)"
"1858","PF3D7_1234000","conserved Plasmodium protein, unknown function"
"1859","PF3D7_1234100","bromodomain protein, putative"
"1860","PF3D7_1234200","conserved Plasmodium protein, unknown function, pseudogene"
"1861","PF3D7_1234300","DNA polymerase epsilon subunit b, putative"
"1862","PF3D7_1234400","aspartyl protease, putative"
"1863","PF3D7_1234500","conserved Plasmodium protein, unknown function"
"1864","PF3D7_1234600","conserved Plasmodium protein, unknown function"
"1865","PF3D7_1234700","CPW-WPC family protein"
"1866","PF3D7_1234800","splicing factor 3B subunit 3, putative (SF3B3)"
"1867","PF3D7_1234900","conserved Plasmodium protein, unknown function"
"1868","PF3D7_1235000","PIH1 domain-containing protein, putative (PIH1)"
"1869","PF3D7_1235100","conserved Plasmodium protein, unknown function"
"1870","PF3D7_1235200","V-type K+-independent H+-translocating inorganic pyrophosphatase (VP2)"
"1871","PF3D7_1235300","CCR4-NOT transcription complex subunit 4, putative (NOT4)"
"1872","PF3D7_1235400","tetQ family GTPase, putative"
"1873","PF3D7_1235500","mRNA methyltransferase, putative"
"1874","PF3D7_1235600","serine hydroxymethyltransferase (SHMT)"
"1875","PF3D7_1235700","ATP synthase subunit beta, mitochondrial"
"1876","PF3D7_1235800","conserved Plasmodium protein, unknown function"
"1877","PF3D7_1235900","pre-mRNA-splicing factor SYF1, putative (XAB2)"
"1878","PF3D7_1236000","vesicle transport v-SNARE protein VTI1, putative"
"1879","PF3D7_1236100","clustered-asparagine-rich protein"
"1880","PF3D7_1236200","conserved Plasmodium protein, unknown function"
"1881","PF3D7_1236300","conserved Plasmodium protein, unknown function"
"1882","PF3D7_1236400","conserved Plasmodium protein, unknown function"
"1883","PF3D7_1236500","conserved Plasmodium protein, unknown function"
"1884","PF3D7_1236600","p25-alpha family protein, putative"
"1885","PF3D7_1236700","S-adenosyl-methyltransferase, putative"
"1886","PF3D7_1236800","protein-S-isoprenylcysteine O-methyltransferase, putative"
"1887","PF3D7_1236900","conserved Plasmodium protein, unknown function"
"1888","PF3D7_1237000","SUMO-activating enzyme subunit 2 (UBA2)"
"1889","PF3D7_1237100","conserved Plasmodium protein, unknown function"
"1890","PF3D7_1237200","conserved Plasmodium protein, unknown function"
"1891","PF3D7_1237300","conserved Plasmodium protein, unknown function"
"1892","PF3D7_1237400","conserved Plasmodium protein, unknown function"
"1893","PF3D7_1237500","conserved Plasmodium protein, unknown function"
"1894","PF3D7_1237600","periodic tryptophan protein 1, putative (PWP1)"
"1895","PF3D7_1237700","conserved protein, unknown function"
"1896","PF3D7_1237800","ubiquitin-like modifier HUB1, putative (HUB1)"
"1897","PF3D7_1237900","conserved Plasmodium protein, unknown function"
"1898","PF3D7_1238000","COPI associated protein, putative"
"1899","PF3D7_1238100","calcyclin binding protein, putative"
"1900","PF3D7_1238200","conserved Plasmodium protein, unknown function"
"1901","PF3D7_1238300","cell cycle control protein, putative"
"1902","PF3D7_1238400","conserved Plasmodium protein, unknown function"
"1903","PF3D7_1238500","conserved Plasmodium protein, unknown function"
"1904","PF3D7_1238600","sphingomyelin phosphodiesterase, putative"
"1905","PF3D7_1238700","conserved Plasmodium protein, unknown function"
"1906","PF3D7_1238800","acyl-CoA synthetase (ACS11)"
"1907","PF3D7_1238900","protein kinase 2 (PK2)"
"1908","PF3D7_1239000","HD superfamily phosphohydrolase protein"
"1909","PF3D7_1239100","mitochondrial ribosomal protein L23 precursor, putative"
"1910","PF3D7_1239200","transcription factor with AP2 domain(s) (ApiAP2)"
"1911","PF3D7_1239300","conserved Plasmodium protein, unknown function"
"1912","PF3D7_1239400","conserved Plasmodium protein, unknown function"
"1913","PF3D7_1239500","DNA gyrase subunit B (GyrB)"
"1914","PF3D7_1239600","hydroxyethylthiazole kinase (ThzK)"
"1915","PF3D7_1239700","ATP-dependent zinc metalloprotease FTSH 1 (FTSH1)"
"1916","PF3D7_1239800","conserved Plasmodium protein, unknown function"
"1917","PF3D7_1239900","vacuolar protein sorting-associated protein 16, putative (VPS16)"
"1918","PF3D7_1240000","3-hydroxyisobutyryl-coenzyme A hydrolase, putative"
"1919","PF3D7_1240100","early transcribed membrane protein 12 (ETRAMP12)"
"1920","PF3D7_1240200","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
"1921","PF3D7_1240300","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"1922","PF3D7_1240400","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"1923","PF3D7_1240500","Plasmodium RNA of unknown function RUF6-5"
"1924","PF3D7_1240600","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"1925","PF3D7_1240700","rifin, pseudogene (RIF)"
"1926","PF3D7_1240800","Plasmodium RNA of unknown function RUF6-14"
"1927","PF3D7_1240900","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"1928","PF3D7_1241000","Plasmodium RNA of unknown function RUF6-15"
"1929","PF3D7_1241100","polyadenylation factor subunit 2, putative (PFS2)"
"1930","PF3D7_1241200","conserved Plasmodium protein, unknown function"
"1931","PF3D7_1241300","conserved Plasmodium protein, unknown function"
"1932","PF3D7_1241400","RNA-binding protein, putative"
"1933","PF3D7_1241500","conserved Plasmodium protein, unknown function"
"1934","PF3D7_1241600","mitochondrial carrier protein, putative"
"1935","PF3D7_1241700","replication factor C subunit 4, putative (RFC4)"
"1936","PF3D7_1241800","DEAD/DEAH box ATP-dependent RNA helicase, putative"
"1937","PF3D7_1241900","tetratricopeptide repeat protein, putative"
"1938","PF3D7_1242000","conserved Plasmodium protein, unknown function"
